meter_id,group_id,timestamp,consumption_kwh,temperature_c,is_weekend,is_holiday
M0001,G01,2025-01-01 00:00:00,1.8220924161855134,8.9087248308328,False,True
M0001,G01,2025-01-01 01:00:00,1.7143550951189723,8.577244129673367,False,True
M0001,G01,2025-01-01 02:00:00,1.3646411752699423,10.508787433456803,False,True
M0001,G01,2025-01-01 03:00:00,1.4483721106247744,10.49754923317749,False,True
M0001,G01,2025-01-01 04:00:00,1.3879722752819885,6.248930862702725,False,True
M0001,G01,2025-01-01 05:00:00,1.1548775848411115,8.312789098400476,False,True
M0001,G01,2025-01-01 06:00:00,1.154408909173652,10.43888348600268,False,True
M0001,G01,2025-01-01 07:00:00,0.9225288513372918,10.410395885986416,False,True
M0001,G01,2025-01-01 08:00:00,1.2442066673899954,11.82033304196973,False,True
M0001,G01,2025-01-01 09:00:00,1.7846841750713929,11.156742268551632,False,True
M0001,G01,2025-01-01 10:00:00,1.540906866731086,13.89094648544055,False,True
M0001,G01,2025-01-01 11:00:00,1.7335107644661083,14.235232214620199,False,True
M0001,G01,2025-01-01 12:00:00,2.1225377188012753,13.630357847988595,False,True
M0001,G01,2025-01-01 13:00:00,2.3915997911711706,14.091360246680205,False,True
M0001,G01,2025-01-01 14:00:00,1.8735886858028077,14.318483546860723,False,True
M0001,G01,2025-01-01 15:00:00,2.2776802251687593,12.32122942829121,False,True
M0001,G01,2025-01-01 16:00:00,2.827905104218697,13.183305768993074,False,True
M0001,G01,2025-01-01 17:00:00,2.67364112653179,12.67367793907497,False,True
M0001,G01,2025-01-01 18:00:00,3.0217867098679916,14.384299829464567,False,True
M0001,G01,2025-01-01 19:00:00,2.7364040107972154,12.482408617173594,False,True
M0001,G01,2025-01-01 20:00:00,2.2847116350974708,11.121433669626612,False,True
M0001,G01,2025-01-01 21:00:00,2.378642239982007,10.426811291888285,False,True
M0001,G01,2025-01-01 22:00:00,1.7140836503558057,11.438737994162736,False,True
M0001,G01,2025-01-01 23:00:00,2.2683382152548095,9.363858104452948,False,True
M0001,G01,2025-01-02 00:00:00,2.0221166758675135,8.141628193037265,False,False
M0001,G01,2025-01-02 01:00:00,1.6716673800027202,8.728541600265958,False,False
M0001,G01,2025-01-02 02:00:00,1.626976249910578,9.53638476120131,False,False
M0001,G01,2025-01-02 03:00:00,1.4801836328466482,8.739813027422073,False,False
M0001,G01,2025-01-02 04:00:00,1.1234687694655034,9.672037842870877,False,False
M0001,G01,2025-01-02 05:00:00,0.830612118115032,10.07677424303977,False,False
M0001,G01,2025-01-02 06:00:00,0.985288151107589,13.586178478691957,False,False
M0001,G01,2025-01-02 07:00:00,1.1911925886509058,10.679781806163948,False,False
M0001,G01,2025-01-02 08:00:00,1.3015555121365694,10.758452218984973,False,False
M0001,G01,2025-01-02 09:00:00,1.572933238758863,11.162334768084474,False,False
M0001,G01,2025-01-02 10:00:00,1.3219142392705838,13.378702270467777,False,False
M0001,G01,2025-01-02 11:00:00,1.9927616601544416,14.388497486158748,False,False
M0001,G01,2025-01-02 12:00:00,1.809681969750273,12.854533735906184,False,False
M0001,G01,2025-01-02 13:00:00,2.426483121856191,12.698521628889255,False,False
M0001,G01,2025-01-02 14:00:00,2.044423593004891,12.50499418716934,False,False
M0001,G01,2025-01-02 15:00:00,2.2374504020763695,13.93778891597582,False,False
M0001,G01,2025-01-02 16:00:00,2.8827915363357888,14.680000196504079,False,False
M0001,G01,2025-01-02 17:00:00,2.555993285203191,13.982605179224304,False,False
M0001,G01,2025-01-02 18:00:00,3.2528986168014935,10.92545536989461,False,False
M0001,G01,2025-01-02 19:00:00,2.8288037144038065,12.231719656013887,False,False
M0001,G01,2025-01-02 20:00:00,2.628108926890479,12.005294438243919,False,False
M0001,G01,2025-01-02 21:00:00,2.8845436395518593,11.512411347091758,False,False
M0001,G01,2025-01-02 22:00:00,2.2333303671583207,11.67605372930553,False,False
M0001,G01,2025-01-02 23:00:00,1.794622345128916,9.887425083339064,False,False
M0001,G01,2025-01-03 00:00:00,1.778337239319378,9.747660708161689,False,False
M0001,G01,2025-01-03 01:00:00,1.8525738154871942,8.644981509906057,False,False
M0001,G01,2025-01-03 02:00:00,1.5224047733682438,9.539796336724248,False,False
M0001,G01,2025-01-03 03:00:00,1.048603999276893,10.052921928387248,False,False
M0001,G01,2025-01-03 04:00:00,1.1158104998750646,8.250565668435724,False,False
M0001,G01,2025-01-03 05:00:00,1.0072686736755476,9.919168018497,False,False
M0001,G01,2025-01-03 07:00:00,1.0124577454504227,9.484746635842342,False,False
M0001,G01,2025-01-03 08:00:00,1.165503748729018,11.030826605943618,False,False
M0001,G01,2025-01-03 09:00:00,1.1611017669798642,14.070143389563926,False,False
M0001,G01,2025-01-03 10:00:00,1.7505963141817018,11.630511644394494,False,False
M0001,G01,2025-01-03 11:00:00,1.806360478584267,14.161304530358404,False,False
M0001,G01,2025-01-03 12:00:00,2.070628223785212,11.792612796928166,False,False
M0001,G01,2025-01-03 13:00:00,2.103888119023219,13.281524264955523,False,False
M0001,G01,2025-01-03 14:00:00,2.3570557195078967,13.901821242184406,False,False
M0001,G01,2025-01-03 15:00:00,2.1744932971999504,14.79455838642661,False,False
M0001,G01,2025-01-03 16:00:00,2.2316648086020354,14.338089721069009,False,False
M0001,G01,2025-01-03 17:00:00,2.327925105295657,14.362386435616543,False,False
M0001,G01,2025-01-03 18:00:00,2.6160887373354074,12.488682530649024,False,False
M0001,G01,2025-01-03 19:00:00,2.5523224105548814,11.043061566934123,False,False
M0001,G01,2025-01-03 20:00:00,2.6645284202623527,12.309501101496966,False,False
M0001,G01,2025-01-03 21:00:00,2.7341276845359426,11.362826273265078,False,False
M0001,G01,2025-01-03 22:00:00,2.1965693319984005,8.158687261548438,False,False
M0001,G01,2025-01-03 23:00:00,2.424559214187388,7.334511771665279,False,False
M0001,G01,2025-01-04 00:00:00,2.231825866643325,7.475677149375927,True,False
M0001,G01,2025-01-04 01:00:00,1.8726468174512265,9.871339279090392,True,False
M0001,G01,2025-01-04 02:00:00,1.5908301588619544,9.361375500961241,True,False
M0001,G01,2025-01-04 03:00:00,1.1511307209322907,10.029968410106305,True,False
M0001,G01,2025-01-04 04:00:00,1.0777193264864904,9.604334208059527,True,False
M0001,G01,2025-01-04 05:00:00,1.2156526001692636,8.761069438434433,True,False
M0001,G01,2025-01-04 06:00:00,1.2201607557865564,11.37368138863643,True,False
M0001,G01,2025-01-04 07:00:00,0.9102156464460938,11.437461619141411,True,False
M0001,G01,2025-01-04 08:00:00,1.3603330997140854,11.65924588128325,True,False
M0001,G01,2025-01-04 09:00:00,1.720892064777782,11.337839206241586,True,False
M0001,G01,2025-01-04 10:00:00,1.690859645274762,12.112895404167817,True,False
M0001,G01,2025-01-04 11:00:00,2.051537939011604,12.537514435789822,True,False
M0001,G01,2025-01-04 12:00:00,2.0685123240410217,12.24193091090294,True,False
M0001,G01,2025-01-04 13:00:00,2.1601908532094347,15.387930163167834,True,False
M0001,G01,2025-01-04 14:00:00,2.030836872677311,14.530416508160704,True,False
M0001,G01,2025-01-04 15:00:00,2.027565488693818,13.936843874336034,True,False
M0001,G01,2025-01-04 16:00:00,2.910686564956884,15.369495585840635,True,False
M0001,G01,2025-01-04 17:00:00,2.5487389273989205,13.996398581354827,True,False
M0001,G01,2025-01-04 18:00:00,2.61938425594595,14.600313622778097,True,False
M0001,G01,2025-01-04 19:00:00,2.5652211882818303,12.157221685178463,True,False
M0001,G01,2025-01-04 20:00:00,2.5346308371526365,11.2325769172303,True,False
M0001,G01,2025-01-04 21:00:00,2.7284234874189406,11.11503374913765,True,False
M0001,G01,2025-01-04 22:00:00,2.4509393704406093,9.989631497594345,True,False
M0001,G01,2025-01-04 23:00:00,2.59553923930278,8.596346846208535,True,False
M0001,G01,2025-01-05 00:00:00,2.3675837068248615,7.7248058774506,True,False
M0001,G01,2025-01-05 01:00:00,1.953051020054168,8.703729363006193,True,False
M0001,G01,2025-01-05 02:00:00,1.6143070358964644,9.629553990238666,True,False
M0001,G01,2025-01-05 03:00:00,1.6954032915514683,8.084476663107365,True,False
M0001,G01,2025-01-05 04:00:00,1.0992752672373478,9.666183292350402,True,False
M0001,G01,2025-01-05 05:00:00,1.0740400731627933,11.637590984975198,True,False
M0001,G01,2025-01-05 06:00:00,1.2866538590046195,10.292512378694903,True,False
M0001,G01,2025-01-05 07:00:00,1.2981153683944056,12.075704867049563,True,False
M0001,G01,2025-01-05 08:00:00,1.1565046542635553,10.878691534003579,True,False
M0001,G01,2025-01-05 09:00:00,1.4137617131753162,12.443746678745933,True,False
M0001,G01,2025-01-05 10:00:00,2.0539143072012274,10.972231254467307,True,False
M0001,G01,2025-01-05 11:00:00,1.953365399692645,13.524954782903173,True,False
M0001,G01,2025-01-05 12:00:00,2.0506738718719295,14.513164751207533,True,False
M0001,G01,2025-01-05 13:00:00,2.5088203210936904,11.451621676824859,True,False
M0001,G01,2025-01-05 14:00:00,2.3083028101182856,14.8228439370384,True,False
M0001,G01,2025-01-05 15:00:00,2.6720515385518846,14.572828976891344,True,False
M0001,G01,2025-01-05 16:00:00,2.8429466104029006,12.936071667051516,True,False
M0001,G01,2025-01-05 17:00:00,3.0501742599379336,12.278754643246923,True,False
M0001,G01,2025-01-05 18:00:00,3.049890336011412,12.496209012783902,True,False
M0001,G01,2025-01-05 19:00:00,2.8446982356569044,11.638925674206174,True,False
M0001,G01,2025-01-05 20:00:00,3.052231226126319,11.817515572871859,True,False
M0001,G01,2025-01-05 21:00:00,3.602064551899347,11.186622513414871,True,False
M0001,G01,2025-01-05 22:00:00,1.9364069030400626,12.64230799862143,True,False
M0001,G01,2025-01-05 23:00:00,2.5147429941862844,9.271801005966942,True,False
M0001,G01,2025-01-06 00:00:00,1.8383871095706479,8.95659098364577,False,False
M0001,G01,2025-01-06 01:00:00,1.7720390428871076,9.81952752591725,False,False
M0001,G01,2025-01-06 02:00:00,1.5083409437119557,8.805733039635154,False,False
M0001,G01,2025-01-06 03:00:00,1.337895572938644,10.22462494989233,False,False
M0001,G01,2025-01-06 04:00:00,1.222015339475768,10.818620484696732,False,False
M0001,G01,2025-01-06 05:00:00,1.0642658224118242,10.537704804644857,False,False
M0001,G01,2025-01-06 06:00:00,1.085998483845314,12.441963558201149,False,False
M0001,G01,2025-01-06 07:00:00,0.8781659147752743,9.900155639316159,False,False
M0001,G01,2025-01-06 08:00:00,1.4304106032178756,11.332788225980384,False,False
M0001,G01,2025-01-06 09:00:00,1.4284284472664746,11.996691433518812,False,False
M0001,G01,2025-01-06 10:00:00,1.7539983149683418,12.214385931279292,False,False
M0001,G01,2025-01-06 11:00:00,1.6350986333395252,11.517467924973392,False,False
M0001,G01,2025-01-06 12:00:00,1.708281189912651,14.36829286221968,False,False
M0001,G01,2025-01-06 13:00:00,2.120784584734754,14.280315808313487,False,False
M0001,G01,2025-01-06 14:00:00,2.374651918617521,13.345216281445023,False,False
M0001,G01,2025-01-06 15:00:00,2.656037768746598,12.968160094678856,False,False
M0001,G01,2025-01-06 16:00:00,2.9514510812971144,13.278140349846495,False,False
M0001,G01,2025-01-06 17:00:00,2.1491445643750984,13.909232548659428,False,False
M0001,G01,2025-01-06 18:00:00,2.737647352337626,15.217268854157128,False,False
M0001,G01,2025-01-06 19:00:00,2.426256520045809,15.852528273742482,False,False
M0001,G01,2025-01-06 20:00:00,2.5633771461035146,12.280807151828823,False,False
M0001,G01,2025-01-06 21:00:00,2.2581082291997845,10.172507350220911,False,False
M0001,G01,2025-01-06 22:00:00,2.7722769541152097,8.023381443236197,False,False
M0001,G01,2025-01-06 23:00:00,1.5700497182969442,11.065866752642929,False,False
M0001,G01,2025-01-07 00:00:00,2.1506346628009605,8.66726492878257,False,False
M0001,G01,2025-01-07 01:00:00,1.4696676104074304,8.80146414778068,False,False
M0001,G01,2025-01-07 02:00:00,1.4887301689906243,9.150788015845205,False,False
M0001,G01,2025-01-07 03:00:00,1.2937319397184126,8.794281741071352,False,False
M0001,G01,2025-01-07 04:00:00,1.1888304108823897,11.45482502560082,False,False
M0001,G01,2025-01-07 05:00:00,1.0202049889909526,10.617834325287923,False,False
M0001,G01,2025-01-07 06:00:00,0.973066353030146,10.631783356051235,False,False
M0001,G01,2025-01-07 07:00:00,1.0479430179790743,11.0501723428841,False,False
M0001,G01,2025-01-07 08:00:00,1.4762447864929735,9.825143149164155,False,False
M0001,G01,2025-01-07 09:00:00,1.3731618152790515,13.239493612587086,False,False
M0001,G01,2025-01-07 10:00:00,1.4485046302145004,13.21861161986071,False,False
M0001,G01,2025-01-07 11:00:00,1.557573738672238,15.396641032233859,False,False
M0001,G01,2025-01-07 12:00:00,1.5549394970349288,14.502219131182715,False,False
M0001,G01,2025-01-07 13:00:00,2.0974650867158995,15.201845784247698,False,False
